Name,Type,District,Lat_WGS84,Lon_WGS84,Easting_HK1980,Northing_HK1980
HO ON HOME FOR THE ELDERLY (SPONSORED BY SIK SIK YUEN),Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36188397,114.13797077,832260.9000000004,824748.5
LOK YEE SANATORIUM,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26172935,114.23355334,842109.7000000002,813657.9000000004
HONG KONG & MACAU LUTHERAN CHURCH WAI KEI HOSTEL,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24509344,114.14952766,833448.2000000002,811815.5999999996
YAN CHAI HOSPITAL LI CHAN YUK SIM ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.3754785,114.19569207,838205.7999999998,826253.0
BANYAN SERVICES ASSOCIATION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32568496,114.17013811,835573.2000000002,820739.4000000004
GOLDEN HAPPINESS HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.3127893,114.17100252,835662.7000000002,819310.9000000004
CHOI WAN ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.33285096,114.21465361,840159.5999999996,821533.9000000004
LONGEVITY CRANE CARE HOME FOR ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33250235,114.16039209,834569.7999999998,821494.6999999993
YU YEE HOME FOR THE AGED (ELITE GARDEN BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40273835,113.97840544,815831.4000000004,829285.0
LUEN WO ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32032042,114.18967661,837586.2999999998,820145.9000000004
CARITAS LAI KOK HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33180661,114.15695595,834215.4000000004,821417.1999999993
TANG FUK HOME FOR ELDER,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.30717214,114.18546339,837152.7000000002,818689.6999999993
KA MEI ELDERLY CARE CENTRE LIMITED [RCHE] / CARE WELL HOME CARE SERVICE TEAM [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39496888,113.97575561,815557.4000000004,828425.0
SPRING (KENNEDY) HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28652229,114.1323926,831683.7000000002,816403.6999999993
THE HONG KONG SOCIETY FOR THE AGED TUNG LIN KOK YUEN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.32436876,114.24869135,843666.9000000004,820595.0
PO LEUNG KUK SHEK MUN HOME CUM DAY CARE CENTRE FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38550006,114.21011358,839690.5999999996,827364.0
FUNG SHING CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36533362,114.13789214,832252.7999999998,825130.5999999996
THE VIRTUOUS ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24935579,114.14876044,833370.0,812287.3000000007
HONG KONG HOUSING SOCIETY-JOLLY PLACE CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.31655711,114.26713801,845567.2000000002,819731.1999999993
KONG TAI (CHUK YUEN) CARE FOR THE AGED HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34457647,114.1906399,837685.0,822831.3000000007
TO YUEN HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50661247,114.12783242,831221.7999999998,840775.6999999993
CHUN FAI HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34398891,114.19625087,838263.9000000004,822766.0
TIN WAN NURSING LIMTIED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24949112,114.14803283,833294.7000000002,812302.8000000007
PO PAK GEROCOMY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33599722,114.16072172,834603.7999999998,821881.1999999993
"THE HONG KONG BODHI SIKSA SOCIETY, LTD. CARE AND ATTENTION HOME FOR THE AGED",Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.38358048,114.12427306,830850.7000000002,827151.9000000004
KWON ON HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36732798,114.13249322,831696.7000000002,825351.0999999996
FAI TO HOME FOR THE AGED (TUEN MUN) BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40214166,113.97785273,815774.7000000002,829219.8000000007
HONG KONG SHENG KUNG HUI HOME OF LOVING CARE FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.30874957,114.23970602,842741.4000000004,818864.9000000004
PINE CARE (TAK FUNG) ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32433012,114.16559562,835105.4000000004,820590.0
HONG NGA RESIDENTIAL CARE HOME (5),Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27630569,114.17654444,836233.5,815271.3000000007
CARE & SERVICES ELDERLY HOME (YAU SAN STREET),Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44399151,114.031233,821275.7000000002,833847.8000000007
RAINBOW ELDERLY HOME (KWAI SHING),Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36189788,114.12338798,830758.2000000002,824750.0999999996
CHING YEE HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.3779178,114.18045737,836636.2000000002,826523.0999999996
THE SALVATION ARMY PO LAM RESIDENCE FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.32487101,114.25611696,844431.2999999998,820651.9000000004
WEALTHY JADE NURSING HOME (COME ON) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.38884245,113.98003715,815997.2999999998,827746.6999999993
HONG KONG LUTHERAN SOCIAL SERVICE FUNG TAK LUTHERAN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34336532,114.19992998,838642.0,822697.4000000004
PO LEUNG KUK CHAN AU BIG YAN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28528,114.13242,831686.7999999998,816266.4000000004
MAN OI HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.44690157,114.16891796,835448.2000000002,834162.8000000007
THE WOMEN'S WELFARE CLUB (EASTERN DISTRICT) HONG KONG WONG FUNG TING HOSTEL FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50088657,114.12578382,831010.5999999996,840141.1999999993
HONG KONG SHENG KUNG HUI ST. PAUL'S HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.37061184,114.18671011,837281.0,825714.8000000007
NITAK HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.37843,114.10472,828837.0999999996,826582.5
CHUNG TAO ELDERLY CENTRE (FIRST BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36516154,114.13584356,832041.5999999996,825111.8000000007
TSING YI CYPRESS VIEW ELDERLY CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.3548345,114.09768279,828110.7000000002,823969.5
OASIS NURSING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34636337,114.2005906,838710.9000000004,823029.5999999996
SING ZAI ASSOCIATION CARING HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36738219,114.13258059,831705.9000000004,825357.6999999993
YIN NIN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.37565509,114.13612207,832070.7999999998,826273.4000000004
KING'S FORT HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27932155,114.18791658,837405.2999999998,815605.8000000007
LOC SHUN ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.32959498,114.16608054,835155.9000000004,821172.4000000004
KAM TO NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33414,114.1621,834746.0,821676.3000000007
HONG KONG CHRISTIAN SERVICE SHUN LEE HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.33031904,114.22704841,841436.0999999996,821253.0
YAN CHI HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28634324,114.13851568,832314.4000000004,816383.5999999996
YUEN YUEN CARE & ATTENTION HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.38223446,114.12285586,830704.4000000004,827002.5
SEE YAN HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36716715,114.13928976,832396.0,825333.1999999993
YAN CHAI HOSPITAL MRS. KWOK YUK CHEUNG CARE & ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.34527523,114.13194686,831639.2999999998,822909.4000000004
GORGEOUS LIVING ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24995884,114.13887483,832350.5,812354.0
KAR PO ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36835776,114.13359005,831810.0,825465.0999999996
EVERGREEN (TSZ CHING) NURSING HOME CUM DAY CARE CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.35017408,114.20182418,838837.5999999996,823451.5
LA SALLE OLD MEN AND WOMEN REST HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.32672361,114.1758843,836165.5999999996,820854.5999999996
YAN OI CONVALESCENT HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32074526,114.17101189,835663.7999999998,820192.4000000004
LAI LAI NURSING CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.26677,113.99767,817797.7000000002,814227.0
HONG SHUI GARDEN OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40107566,113.97752405,815740.5999999996,829101.3000000007
YAN CHAI HOSPITAL JOCKEY CLUB CARE & ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.36965356,114.11887984,830294.0,825609.5999999996
THE SALVATION ARMY NAM SHAN RESIDENCE FOR SENIOR CITIZENS,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33518521,114.17236058,835802.9000000004,821791.4000000004
THE HONG KONG SOCIETY FOR THE AGED BRADBURY HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25136063,114.14893467,833387.5,812509.9000000004
PAK LEE OLD AGE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27870784,114.17773792,836356.2000000002,815537.0999999996
SIN TIN TOA HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.3864241,114.18947875,837565.0999999996,827465.5
YAN CHAI HOSPITAL TSIN MAN KUEN ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.38766963,113.97365889,815340.0999999996,827616.9000000004
KWANSUI ELDERLY'S HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40188021,113.97820272,815810.7000000002,829190.9000000004
HOLD YOUR HAND CARING HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33129265,114.16486706,835030.2999999998,821360.6999999993
KONG WAN CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25002,114.14861,833354.5,812361.5
CONRAD CARE HOME (WONG TAI SIN) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34608,114.19807,838451.4000000004,822998.5
CHING CHUNG HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40623658,113.97390385,815368.5999999996,829673.1999999993
HONG TAK INSTITUTION OF OLD AGE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44639241,114.029919,821140.0999999996,834113.6999999993
TAI ON HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44127,114.0087,818956.2000000002,833549.0
YAN FAI RCHE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24371259,114.15507675,834020.2999999998,811662.6999999993
CARITAS HAROLD H. W. LEE CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38039976,114.19872231,838517.7999999998,826799.0
PARK PRIME . PO SHEK WU,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.50269,114.12556,830988.0,840341.6999999993
THE MOUNTAIN AND CLOUD ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36556872,114.13915426,832382.5999999996,825156.0
PINE VALLEY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.3073619,114.17082805,835644.2000000002,818710.8000000007
BRILLIANT ELDERLY HOME COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24826419,114.15620137,834136.9000000004,812166.5
LONG LIFE AND HAPPINESS ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40794138,113.97962178,815957.7999999998,829861.8000000007
CHI LIN NUNNERY CHI LIN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34072741,114.2060064,839268.2999999998,822405.0999999996
TUNG WAH GROUP OF HOSPITALS CHAN HAN HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.41851899,114.23088749,841828.2000000002,831020.0
WONDERLAND ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.2858997,114.13435293,831885.7000000002,816333.9000000004
HEUNG HOI CHING KOK LIN ASSOCIATION BUDDHIST PO CHING HOME FOR THE AGED WOMEN,Location of Residential Care Homes for the Elderly in Hong Kong,NORTH,22.49256365,114.13674878,832138.0999999996,839219.5999999996
KWONG ON NURSING CENTER LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.2473884,114.15772456,834293.5,812069.0
CHRISTIANITY TIN LUN LOK HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.24341436,114.15354408,833862.5999999996,811629.5
HONG KONG SHENG KUNG HUI LI KA SHING CARE AND ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33895075,114.16758445,835310.5,822208.9000000004
ON SUM ELDERLY CARE CENTRE (MONGKOK) LIMITED [RCHE] / I PASSION (ON SUM) DAY CARE CENTRE [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31316846,114.16817819,835371.2000000002,819353.0
EVERGREEN NURSING HOUSE (CANTON ROAD),Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.31410764,114.16804225,835357.7999999998,819457.0999999996
HELPING HAND FATHER SEAN BURKE CARE HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SAI KUNG,22.43194,114.25097,843895.9000000004,832508.0
WAH YUET KUI HOME FOR ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33851651,114.15847904,834372.0999999996,822160.1999999993
TIN TIN HOME FOR THE AGED LIMITED [RCHE] / GY CARE (TUEN MUN) [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.39623505,113.97729788,815716.2000000002,828565.4000000004
CARITAS EVERGREEN HOME,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28482731,114.14407624,832887.4000000004,816215.1999999993
SUN MAN FOOK AGED HOME - SHATIN BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.36427269,114.17463157,836036.7999999998,825012.6999999993
UNITED SANATORIUM,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.42227188,114.02968214,821113.7999999998,831442.8000000007
HONG KONG CHRISTIAN SERVICE - WAH HONG HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,SOUTHERN,22.25016595,114.13640097,832095.9000000004,812377.3000000007
UNITED MUSLIM ASSOCIATION OF HONG KONG HAJI OMAR RAMJU SADICK CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.38611694,113.97409812,815385.2000000002,827445.1999999993
YUEN YUEN HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.3823882,114.1235161,830772.4000000004,827019.0999999996
TSUNG TSIN MISSION OF HONG KONG KWONG FUK HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.4489607,114.17514513,836089.5,834390.9000000004
TAK HING INSTITUTION OF OLD AGE COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.47724975,114.05657981,823888.0999999996,837528.5999999996
LORD GRACE SHUNG TAK HOME OF AGED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.43936966,114.06645984,824901.7999999998,833333.0999999996
TUNG WAH GROUP OF HOSPITALS Pearl Lodge,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33483181,114.15661578,834180.4000000004,821752.8000000007
YAN YUET HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.3198423,114.1767773,836257.2000000002,820092.6999999993
WEALTHY JADE CARE HOME (SHATIN PARK STAGE III),Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.37972255,114.19814931,838458.0,826723.6999999993
TUNG WAH GROUP OF HOSPITALS Y.C. LIANG MEMORIAL HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.45012465,114.00518064,818594.9000000004,834529.5
ON FUK HOME FOR AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.43866981,114.09357962,827693.5,833253.8000000007
LORD GRACE KIND CARE HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.41864,113.97994,815992.2999999998,831046.6999999993
PING SHAN HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.4434093,114.01267979,819366.0999999996,833785.5
LOK SIN TONG LEUNG KAU KUI HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,WONG TAI SIN,22.34491952,114.19195048,837821.0,822868.9000000004
SANG FAI HOME OF AGED CO. LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33535604,114.16062472,834593.5,821810.3000000007
KAI YAN INSTITUTION OF OLD AGE LIMITED - SECOND BRANCH,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.4451392,114.0321547,821370.5,833973.9000000004
FU HONG HOME FOR THE ELDERLY (YUEN LONG),Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44546405,114.03188235,821342.7999999998,834010.5
BEIJING ELDER CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31729513,114.19010339,837630.7000000002,819810.4000000004
HAPPY LUCK ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.3782811,114.10481613,828846.4000000004,826565.8000000007
KWAN YUE ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44640214,114.03068646,821219.2999999998,834114.6999999993
OLIVE NURSING HOME CUM DAY CARE UNIT FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,TSUEN WAN,22.36364,114.1156,829956.9000000004,824944.1999999993
SHUN FUK HOME FOR AGED (CHAI WAN BRANCH),Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.26324566,114.23591156,842352.7999999998,813826.3000000007
CARE & SERVICES ELDERLY HOME (YUEN LONG),Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.44399151,114.031233,821275.7000000002,833847.8000000007
TUNG WAH GROUP OF HOSPITALS WU YORK YU CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.45768075,114.20981989,839658.0,835356.9000000004
JOCKEY CLUB CENTRE FOR POSITIVE AGEING,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.39811515,114.21263184,839949.7999999998,828760.4000000004
SPRINGFIELD HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28678436,114.13306207,831752.7999999998,816432.5
CARITAS FU HENG HOME - TAI PO,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.46018549,114.17255089,835822.9000000004,835633.4000000004
LOK-GAR FOR GOLDEN AGED CITIZEN,Location of Residential Care Homes for the Elderly in Hong Kong,EASTERN,22.29050072,114.19601058,838239.9000000004,816843.9000000004
YAN CHAI HOSPITAL HONG KONG PENINSULA LIONS CLUB ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.35003134,114.0999669,828345.2999999998,823437.8000000007
THE HONG KONG CHINESE WOMEN'S CLUB MADAM WONG CHAN SOOK YING MEMORIAL CARE AND ATTENTION HOME FOR THE AGED [RCHE] / THE HONG KONG CHINESE WOMEN'S CLUB YAU TONG DAY CARE CENTRE FOR THE ELDERLY [CCSV RSP],Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.29838194,114.24096297,842871.7000000002,817717.8000000007
PO HING (PO TIN) CENTRE FOR ELDERLY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.40954168,113.96679945,814637.0,830040.8000000007
LE GRAND NEW SILVERJOY,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30878874,114.17093475,835655.5,818868.0
SHUN FUK HOME FOR AGED (TUEN MUN) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.38908461,113.9786773,815857.2000000002,827773.5
THE SALVATION ARMY BRADBURY HOME OF LOVING KINDNESS,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38008512,114.18092352,836684.5999999996,826763.4000000004
WING CHEONG HOME CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33940117,114.15574145,834090.9000000004,822258.8000000007
BEST SMART NURSING CENTRE,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28583846,114.14270779,832746.2000000002,816327.0
FRENI CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27277471,114.17579733,836156.2000000002,814880.4000000004
ST. JAMES' SETTLEMENT TRUE LIGHT HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,WAN CHAI,22.27342491,114.17476883,836050.0999999996,814952.4000000004
SHUN YAN ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31920066,114.18915239,837532.7999999998,820021.9000000004
KANG FOOK REST HOME FOR THE AGED LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.32292125,114.16432422,834974.5999999996,820433.8000000007
I-FENG AGED CENTER,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31514591,114.18930732,837548.2000000002,819572.3000000007
VANGUARD ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,YUEN LONG,22.4416616,114.03117715,821269.2999999998,833589.8000000007
TIN CHING ELDERLY HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28194234,114.12748414,831177.5999999996,815896.6999999993
KWONG FUK ELDERLY CARE CENTRE (KWAI HING) LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36720179,114.13334768,831784.2000000002,825337.8000000007
SHUI ON NURSING CENTRE (KWAI SHING E.) CO. LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36371498,114.12970787,831409.2000000002,824951.4000000004
CARE & SERVICES ELDERLY HOME (TAI WAI),Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.37685223,114.17854448,836439.5,826405.6999999993
MUTUAL GOOD AGED HOME,Location of Residential Care Homes for the Elderly in Hong Kong,YAU TSIM MONG,22.30396628,114.1682661,835380.4000000004,818334.3000000007
BUDDHIST SUM MA SHUI YING CARE AND ATTENTION HOME FOR THE ELDERLY,Location of Residential Care Homes for the Elderly in Hong Kong,KWUN TONG,22.3173977,114.22218117,840935.9000000004,819822.0999999996
ASIA WOMEN'S LEAGUE LIMITED HO LEUNG KIT TING CARE AND ATTENTION HOME FOR THE ELDELRY,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.33449,114.18123,836716.7000000002,821715.0
MIE KING HOME FOR AGED LIMITED (BRANCH 1),Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31751177,114.19127782,837751.2000000002,819834.8000000007
WING LOK HOME FOR AGED,Location of Residential Care Homes for the Elderly in Hong Kong,SHAM SHUI PO,22.33263815,114.16421658,834963.2999999998,821509.0999999996
ETERNAL LIFE CARE AND ATTENTION HOME LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,TUEN MUN,22.3979422,113.97761592,815749.4000000004,828754.6999999993
YAN CHAI HOSPITAL ARTISTE TRAINING ALUMNI ASSOCIATION CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,KWAI TSING,22.36441309,114.14038763,832509.2000000002,825028.5999999996
CHUNG SHAK HEI (CHEUNG CHAU) HOME FOR THE AGED,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.21294,114.02765,820881.9000000004,808262.8000000007
WORLD CARE ELDERLY CENTRE LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,CENTRAL AND WESTERN,22.28454858,114.15081058,833581.9000000004,816184.0
TUNG CHUNG SILVERJOY,Location of Residential Care Homes for the Elderly in Hong Kong,ISLANDS,22.29627202,113.95332488,813231.5,817499.6999999993
YUEN ON COMPANY LIMITED,Location of Residential Care Homes for the Elderly in Hong Kong,KOWLOON CITY,22.31621146,114.19008388,837628.5999999996,819690.8000000007
TUNG WAH GROUP OF HOSPITALS WU CHIANG WAI FONG CARE AND ATTENTION HOME,Location of Residential Care Homes for the Elderly in Hong Kong,TAI PO,22.45819561,114.20917878,839592.0999999996,835413.3000000007
MAN FOOK ELDERLY HOME,Location of Residential Care Homes for the Elderly in Hong Kong,SHA TIN,22.38102941,114.21263718,839950.2999999998,826867.9000000004
